BusinessEntityID,NationalIDNumber,LoginID,JobTitle,BirthDate,Gender,HireDate,VacationHours,SickLeaveHours,Name,GroupName,Name,StartTime,EndTime,StartDate,EndDate,ModifiedDate
128,384162788,adventure-works\paul0,Production Technician - WC40,1974-12-15,M,2003-01-05,68,54,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-05,NULL,2003-01-04 00:00:00.000
129,502058701,adventure-works\gary0,Production Technician - WC40,1982-06-17,M,2003-01-23,69,54,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-23,NULL,2003-01-22 00:00:00.000
130,578953538,adventure-works\rob1,Production Technician - WC40,1967-09-05,M,2003-03-17,71,55,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-17,NULL,2003-03-16 00:00:00.000
131,273260055,adventure-works\baris0,Production Technician - WC40,1984-11-07,M,2003-03-19,72,56,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-19,NULL,2003-03-18 00:00:00.000
132,1300049,adventure-works\nicole0,Production Technician - WC40,1980-05-10,F,2003-03-26,67,53,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-26,NULL,2003-03-25 00:00:00.000
133,830150469,adventure-works\michael1,Production Technician - WC40,1985-02-04,M,2003-02-11,70,55,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-02-11,NULL,2003-02-10 00:00:00.000
134,45615666,adventure-works\eric0,Production Supervisor - WC20,1979-02-20,M,2003-02-15,40,40,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-15,NULL,2003-02-14 00:00:00.000
135,964089218,adventure-works\ivo0,Production Technician - WC20,1976-02-04,M,2003-01-05,9,24,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-05,NULL,2003-01-04 00:00:00.000
136,701156975,adventure-works\sylvester0,Production Technician - WC20,1964-12-13,M,2004-01-12,4,22,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-01-12,NULL,2004-01-11 00:00:00.000
137,63761469,adventure-works\anibal0,Production Technician - WC20,1968-10-06,F,2003-03-27,8,24,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-27,NULL,2003-03-26 00:00:00.000
138,25011600,adventure-works\samantha0,Production Technician - WC20,1981-12-23,F,2003-03-08,7,23,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-08,NULL,2003-03-07 00:00:00.000
139,113393530,adventure-works\hung-fu0,Production Technician - WC20,1965-11-23,M,2004-02-07,0,20,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-02-07,NULL,2004-02-06 00:00:00.000
140,339233463,adventure-works\prasanna0,Production Technician - WC20,1947-06-01,M,2004-02-23,5,22,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-02-23,NULL,2004-02-22 00:00:00.000
141,872923042,adventure-works\min0,Production Technician - WC20,1968-10-11,M,2004-02-25,1,20,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-02-25,NULL,2004-02-24 00:00:00.000
142,163347032,adventure-works\olinda0,Production Technician - WC20,1964-05-05,F,2004-04-04,3,21,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-04-04,NULL,2004-04-03 00:00:00.000
143,56772045,adventure-works\krishna0,Production Technician - WC20,1965-10-06,M,2004-03-16,2,21,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2004-03-16,NULL,2004-03-15 00:00:00.000
144,886023130,adventure-works\paul1,Production Technician - WC20,1984-12-05,M,2003-02-18,6,23,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-18,NULL,2003-02-17 00:00:00.000
145,386315192,adventure-works\cynthia0,Production Supervisor - WC30,1975-09-19,F,2003-02-28,69,54,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-02-28,NULL,2003-02-27 00:00:00.000
146,160739235,adventure-works\jianshuo0,Production Technician - WC30,1977-08-27,M,2003-01-08,36,38,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-08,NULL,2003-01-07 00:00:00.000
147,604664374,adventure-works\sandra0,Production Technician - WC30,1969-12-06,F,2003-01-27,37,38,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-27,NULL,2003-01-26 00:00:00.000
148,733022683,adventure-works\jason0,Production Technician - WC30,1983-01-08,M,2003-02-15,38,39,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-02-15,NULL,2003-02-14 00:00:00.000
149,764853868,adventure-works\andy0,Production Technician - WC30,1977-11-20,M,2003-03-04,39,39,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-04,NULL,2003-03-03 00:00:00.000
150,878395493,adventure-works\michael5,Production Technician - WC30,1976-10-19,M,2003-03-30,35,37,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-30,NULL,2003-03-29 00:00:00.000
151,993310268,adventure-works\rostislav0,Production Technician - WC30,1971-10-15,M,2003-03-23,40,40,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-23,NULL,2003-03-22 00:00:00.000
152,319472946,adventure-works\yuhong0,Production Supervisor - WC20,1971-05-08,M,2003-03-05,41,40,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-05,NULL,2003-03-04 00:00:00.000
153,568596888,adventure-works\hanying0,Production Technician - WC20,1968-11-16,M,2003-01-17,15,27,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-17,NULL,2003-01-16 00:00:00.000
154,97728960,adventure-works\raymond0,Production Technician - WC20,1961-04-02,M,2003-01-24,10,25,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-24,NULL,2003-01-23 00:00:00.000
155,212801092,adventure-works\fadi0,Production Technician - WC20,1983-03-19,M,2003-02-05,16,28,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-02-05,NULL,2003-02-04 00:00:00.000
156,322160340,adventure-works\lane0,Production Technician - WC20,1968-10-24,M,2003-02-12,11,25,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-02-12,NULL,2003-02-11 00:00:00.000
157,812797414,adventure-works\linda1,Production Technician - WC20,1971-11-06,F,2003-03-07,12,26,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-07,NULL,2003-03-06 00:00:00.000
158,300946911,adventure-works\shelley0,Production Technician - WC20,1981-01-08,F,2003-04-08,14,27,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-04-08,NULL,2003-04-07 00:00:00.000
159,404159499,adventure-works\terrence0,Production Technician - WC20,1979-01-09,M,2003-03-20,13,26,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-20,NULL,2003-03-19 00:00:00.000
160,712885347,adventure-works\jeff0,Production Supervisor - WC45,1971-02-16,M,2003-02-22,74,57,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-22,NULL,2003-02-21 00:00:00.000
161,275962311,adventure-works\kirk0,Production Technician - WC45,1979-03-10,M,2003-01-16,74,57,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-16,NULL,2003-01-15 00:00:00.000
162,514829225,adventure-works\laura0,Production Technician - WC45,1975-01-26,F,2003-02-04,75,57,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-04,NULL,2003-02-03 00:00:00.000
163,377784364,adventure-works\alex0,Production Technician - WC45,1984-05-14,M,2003-03-12,77,58,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-12,NULL,2003-03-11 00:00:00.000
164,65848458,adventure-works\andrew1,Production Technician - WC45,1982-10-26,M,2003-04-07,73,56,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-04-07,NULL,2003-04-06 00:00:00.000
165,539490372,adventure-works\chris0,Production Technician - WC45,1983-01-17,M,2003-02-23,76,58,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-23,NULL,2003-02-22 00:00:00.000
166,60114406,adventure-works\jack0,Production Supervisor - WC30,1977-07-23,M,2003-03-25,68,54,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-25,NULL,2003-03-24 00:00:00.000
167,498138869,adventure-works\david1,Production Technician - WC30,1973-12-03,M,2003-01-03,25,32,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-03,NULL,2003-01-02 00:00:00.000
168,271438431,adventure-works\garrett0,Production Technician - WC30,1978-09-26,M,2003-01-08,34,37,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-08,NULL,2003-01-07 00:00:00.000
169,351069889,adventure-works\susan1,Production Technician - WC30,1977-05-03,F,2003-01-15,31,35,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-15,NULL,2003-01-14 00:00:00.000
170,476115505,adventure-works\george0,Production Technician - WC30,1971-05-18,M,2003-01-22,26,33,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-22,NULL,2003-01-21 00:00:00.000
171,746373306,adventure-works\david3,Production Technician - WC30,1975-09-04,M,2003-02-03,32,36,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-03,NULL,2003-02-02 00:00:00.000
172,364818297,adventure-works\marc0,Production Technician - WC30,1980-11-24,M,2003-02-17,22,31,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-17,NULL,2003-02-16 00:00:00.000
173,87268837,adventure-works\eugene0,Production Technician - WC30,1981-08-15,M,2003-02-22,33,36,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-22,NULL,2003-02-21 00:00:00.000
174,585408256,adventure-works\benjamin0,Production Technician - WC30,1980-02-06,M,2003-02-28,28,34,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-28,NULL,2003-02-27 00:00:00.000
175,259388196,adventure-works\reed0,Production Technician - WC30,1983-02-09,M,2003-03-06,23,31,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-06,NULL,2003-03-05 00:00:00.000
176,860123571,adventure-works\david7,Production Technician - WC30,1979-10-25,M,2003-03-18,29,34,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-18,NULL,2003-03-17 00:00:00.000
177,551346974,adventure-works\russell1,Production Technician - WC30,1976-03-14,M,2003-03-25,24,32,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-25,NULL,2003-03-24 00:00:00.000
178,568626529,adventure-works\john3,Production Technician - WC30,1976-04-24,M,2003-04-04,27,33,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-04-04,NULL,2003-04-03 00:00:00.000
179,587567941,adventure-works\jan0,Production Technician - WC30,1968-12-16,M,2003-04-06,30,35,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-04-06,NULL,2003-04-05 00:00:00.000
180,862951447,adventure-works\katie0,Production Supervisor - WC20,1978-12-20,F,2003-03-24,42,41,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-24,NULL,2003-03-23 00:00:00.000
181,545337468,adventure-works\michael0,Production Technician - WC20,1978-12-19,M,2003-01-10,20,30,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-10,NULL,2003-01-09 00:00:00.000
182,368920189,adventure-works\nitin0,Production Technician - WC20,1981-01-01,M,2003-01-29,21,30,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-29,NULL,2003-01-28 00:00:00.000
183,969985265,adventure-works\barbara0,Production Technician - WC20,1973-08-02,F,2003-02-23,17,28,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-02-23,NULL,2003-02-22 00:00:00.000
184,305522471,adventure-works\john2,Production Technician - WC20,1980-05-06,M,2003-03-13,18,29,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-13,NULL,2003-03-12 00:00:00.000
185,621932914,adventure-works\stefen0,Production Technician - WC20,1970-01-21,M,2003-04-01,19,29,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-04-01,NULL,2003-03-31 00:00:00.000
186,551834634,adventure-works\shane0,Production Supervisor - WC45,1984-06-24,M,2003-03-12,75,57,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-12,NULL,2003-03-11 00:00:00.000
187,713403643,adventure-works\yvonne0,Production Technician - WC45,1983-05-17,F,2003-01-10,79,59,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-10,NULL,2003-01-09 00:00:00.000
188,435234965,adventure-works\douglas0,Production Technician - WC45,1979-12-26,M,2003-01-28,80,60,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-28,NULL,2003-01-27 00:00:00.000
189,187369436,adventure-works\janeth0,Production Technician - WC45,1966-08-25,F,2003-02-16,81,60,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-02-16,NULL,2003-02-15 00:00:00.000
190,456839592,adventure-works\robert0,Production Technician - WC45,1979-04-01,M,2003-03-06,82,61,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-06,NULL,2003-03-05 00:00:00.000
191,399658727,adventure-works\lionel0,Production Technician - WC45,1982-04-15,M,2003-03-30,78,59,Production,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-30,NULL,2003-03-29 00:00:00.000
192,634335025,adventure-works\brenda0,Production Supervisor - WC40,1977-03-31,F,2003-04-06,71,55,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-04-06,NULL,2003-04-05 00:00:00.000
193,761597760,adventure-works\alejandro0,Production Technician - WC40,1983-01-06,M,2003-01-07,52,46,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-07,NULL,2003-01-06 00:00:00.000
194,295971920,adventure-works\fred0,Production Technician - WC40,1983-07-27,M,2003-01-13,47,43,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-13,NULL,2003-01-12 00:00:00.000
195,918737118,adventure-works\kevin1,Production Technician - WC40,1980-01-26,M,2003-01-18,58,49,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-18,NULL,2003-01-17 00:00:00.000
196,370487086,adventure-works\shammi0,Production Technician - WC40,1974-11-05,M,2003-01-25,53,46,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-25,NULL,2003-01-24 00:00:00.000
197,632092621,adventure-works\rajesh0,Production Technician - WC40,1971-11-05,M,2003-02-01,48,44,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-01,NULL,2003-01-31 00:00:00.000
198,19312190,adventure-works\lorraine0,Production Technician - WC40,1982-12-28,F,2003-02-05,49,44,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-05,NULL,2003-02-04 00:00:00.000
199,992874797,adventure-works\paula1,Production Technician - WC40,1981-03-13,F,2003-02-13,54,47,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-13,NULL,2003-02-12 00:00:00.000
200,749211824,adventure-works\frank0,Production Technician - WC40,1981-10-07,M,2003-02-18,56,48,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-18,NULL,2003-02-17 00:00:00.000
201,746201340,adventure-works\brian0,Production Technician - WC40,1971-03-14,M,2003-03-02,55,47,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-02,NULL,2003-03-01 00:00:00.000
202,436757988,adventure-works\tawana0,Production Technician - WC40,1983-12-12,M,2003-03-09,50,45,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-09,NULL,2003-03-08 00:00:00.000
203,693168613,adventure-works\ken1,Production Technician - WC40,1975-06-29,M,2003-03-28,51,45,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-03-28,NULL,2003-03-27 00:00:00.000
204,440379437,adventure-works\gabe0,Production Technician - WC40,1982-06-11,M,2003-04-09,57,48,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-04-09,NULL,2003-04-08 00:00:00.000
205,332349500,adventure-works\lori0,Production Supervisor - WC45,1974-08-19,F,2003-03-30,76,58,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-30,NULL,2003-03-29 00:00:00.000
206,835460180,adventure-works\stuart0,Production Technician - WC45,1956-10-14,M,2003-01-03,84,62,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-03,NULL,2003-01-02 00:00:00.000
207,687685941,adventure-works\greg0,Production Technician - WC45,1964-11-18,M,2003-01-03,85,62,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-01-03,NULL,2003-01-02 00:00:00.000
208,199546871,adventure-works\scott0,Production Technician - WC45,1981-03-13,M,2003-02-09,86,63,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-02-09,NULL,2003-02-08 00:00:00.000
209,167554340,adventure-works\kathie0,Production Technician - WC45,1984-12-02,F,2003-02-28,87,63,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-02-28,NULL,2003-02-27 00:00:00.000
210,20244403,adventure-works\belinda0,Production Technician - WC45,1963-10-19,F,2003-03-24,83,61,Production,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-03-24,NULL,2003-03-23 00:00:00.000
211,398223854,adventure-works\hazem0,Quality Assurance Manager,1971-11-27,M,2003-04-01,80,60,Quality Assurance,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-04-01,NULL,2003-03-31 00:00:00.000
212,885055826,adventure-works\peng0,Quality Assurance Supervisor,1970-04-19,M,2003-01-10,81,60,Quality Assurance,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-01-10,NULL,2003-01-09 00:00:00.000
213,343861179,adventure-works\sootha0,Quality Assurance Technician,1961-01-05,M,2004-03-26,85,62,Quality Assurance,Quality Assurance,Night,23:00:00.0000000,07:00:00.0000000,2004-03-26,NULL,2004-03-25 00:00:00.000
214,131471224,adventure-works\andreas0,Quality Assurance Technician,1983-04-29,M,2003-03-06,84,62,Quality Assurance,Quality Assurance,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-06,NULL,2003-03-05 00:00:00.000
215,381772114,adventure-works\mark0,Quality Assurance Technician,1980-05-31,M,2003-02-16,83,61,Quality Assurance,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-02-16,NULL,2003-02-15 00:00:00.000
216,403414852,adventure-works\sean0,Quality Assurance Technician,1970-04-07,M,2003-01-29,82,61,Quality Assurance,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-01-29,NULL,2003-01-28 00:00:00.000
217,345106466,adventure-works\zainal0,Document Control Manager,1970-03-02,M,2003-02-05,77,58,Document Control,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-02-05,NULL,2003-02-04 00:00:00.000
218,540688287,adventure-works\tengiz0,Control Specialist,1984-05-29,M,2003-01-17,76,58,Document Control,Quality Assurance,Night,23:00:00.0000000,07:00:00.0000000,2003-01-17,NULL,2003-01-16 00:00:00.000
219,242381745,adventure-works\sean1,Document Control Assistant,1981-04-12,M,2003-02-23,78,59,Document Control,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-02-23,NULL,2003-02-22 00:00:00.000
220,260770918,adventure-works\karen0,Document Control Assistant,1970-01-25,F,2003-03-13,79,59,Document Control,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2003-03-13,NULL,2003-03-12 00:00:00.000
221,260805477,adventure-works\chris1,Control Specialist,1981-06-26,M,2003-04-07,75,57,Document Control,Quality Assurance,Evening,15:00:00.0000000,23:00:00.0000000,2003-04-07,NULL,2003-04-06 00:00:00.000
222,685233686,adventure-works\ascott0,Master Scheduler,1962-10-19,M,2003-01-13,44,42,Production Control,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-01-13,NULL,2003-01-12 00:00:00.000
223,981495526,adventure-works\sairaj0,Scheduling Assistant,1982-01-22,M,2003-02-27,46,43,Production Control,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-27,NULL,2003-02-26 00:00:00.000
224,621209647,adventure-works\william0,Scheduling Assistant,1975-12-08,M,2003-02-08,45,42,Production,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2003-02-08,2005-10-01,2005-09-29 00:00:00.000
224,621209647,adventure-works\william0,Scheduling Assistant,1975-12-08,M,2003-02-08,45,42,Production Control,Manufacturing,Day,07:00:00.0000000,15:00:00.0000000,2005-10-02,NULL,2005-10-01 00:00:00.000
225,470689086,adventure-works\alan0,Scheduling Assistant,1978-04-30,M,2003-03-17,47,43,Production Control,Manufacturing,Evening,15:00:00.0000000,23:00:00.0000000,2003-03-17,NULL,2003-03-16 00:00:00.000
226,368691270,adventure-works\brian1,Scheduling Assistant,1978-09-12,M,2003-04-04,48,44,Production Control,Manufacturing,Night,23:00:00.0000000,07:00:00.0000000,2003-04-04,NULL,2003-04-03 00:00:00.000
227,141165819,adventure-works\gary1,Facilities Manager,1965-03-21,M,2004-01-03,86,63,Facilities and Maintenance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2004-01-03,NULL,2004-01-02 00:00:00.000
228,553069203,adventure-works\christian0,Maintenance Supervisor,1970-02-18,M,2003-01-15,92,66,Facilities and Maintenance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-15,NULL,2003-01-14 00:00:00.000
229,879334904,adventure-works\lori1,Janitor,1964-08-31,F,2004-03-19,90,65,Facilities and Maintenance,Executive General and Administration,Night,23:00:00.0000000,07:00:00.0000000,2004-03-19,NULL,2004-03-18 00:00:00.000
230,28414965,adventure-works\stuart1,Janitor,1966-01-17,M,2004-04-05,88,64,Facilities and Maintenance,Executive General and Administration,Evening,15:00:00.0000000,23:00:00.0000000,2004-04-05,NULL,2004-04-04 00:00:00.000
231,153479919,adventure-works\jo1,Janitor,1948-05-25,F,2004-04-07,91,65,Facilities and Maintenance,Executive General and Administration,Night,23:00:00.0000000,07:00:00.0000000,2004-04-07,NULL,2004-04-06 00:00:00.000
232,646304055,adventure-works\pat0,Janitor,1965-01-03,M,2004-02-28,89,64,Facilities and Maintenance,Executive General and Administration,Evening,15:00:00.0000000,23:00:00.0000000,2004-02-28,NULL,2004-02-27 00:00:00.000
233,552560652,adventure-works\magnus0,Facilities Administrative Assistant,1965-09-27,M,2004-01-22,87,63,Facilities and Maintenance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2004-01-22,NULL,2004-01-21 00:00:00.000
234,184188301,adventure-works\laura1,Chief Financial Officer,1970-02-06,F,2003-03-04,0,20,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-04,2007-12-15,2007-12-13 00:00:00.000
234,184188301,adventure-works\laura1,Chief Financial Officer,1970-02-06,F,2003-03-04,0,20,Executive,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2007-12-16,NULL,2007-12-15 00:00:00.000
235,535145551,adventure-works\paula0,Human Resources Manager,1970-03-14,F,2003-01-07,54,47,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-07,NULL,2003-01-06 00:00:00.000
236,476980013,adventure-works\grant0,Human Resources Administrative Assistant,1970-05-18,M,2003-03-29,53,46,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-29,NULL,2003-03-28 00:00:00.000
237,416679555,adventure-works\hao0,Human Resources Administrative Assistant,1971-05-19,M,2003-03-10,52,46,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-10,NULL,2003-03-09 00:00:00.000
238,264306399,adventure-works\vidur0,Recruiter,1978-09-02,M,2003-02-02,50,45,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-02,NULL,2003-02-01 00:00:00.000
239,619308550,adventure-works\mindy0,Benefits Specialist,1978-12-22,F,2003-01-26,51,45,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-26,NULL,2003-01-25 00:00:00.000
240,332040978,adventure-works\willis0,Recruiter,1972-08-18,M,2003-01-14,49,44,Human Resources,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-14,NULL,2003-01-13 00:00:00.000
241,30845,adventure-works\david6,Accounts Manager,1977-08-08,M,2003-03-03,57,48,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-03,NULL,2003-03-02 00:00:00.000
242,363923697,adventure-works\deborah0,Accounts Receivable Specialist,1970-04-07,F,2003-01-19,60,50,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-19,NULL,2003-01-18 00:00:00.000
243,60517918,adventure-works\candy0,Accounts Receivable Specialist,1970-03-26,F,2003-02-07,61,50,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-07,NULL,2003-02-06 00:00:00.000
244,931190412,adventure-works\bryan1,Accounts Receivable Specialist,1978-10-22,M,2003-02-25,62,51,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-25,NULL,2003-02-24 00:00:00.000
245,363910111,adventure-works\barbara1,Accountant,1970-02-04,F,2003-03-22,58,49,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-22,NULL,2003-03-21 00:00:00.000
246,663843431,adventure-works\dragan0,Accounts Payable Specialist,1971-03-18,M,2003-03-15,63,51,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-15,NULL,2003-03-14 00:00:00.000
247,519756660,adventure-works\janet0,Accounts Payable Specialist,1973-04-09,F,2003-04-02,64,52,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-04-02,NULL,2003-04-01 00:00:00.000
248,480951955,adventure-works\mike0,Accountant,1973-08-01,M,2003-04-09,59,49,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-04-09,NULL,2003-04-08 00:00:00.000
249,121491555,adventure-works\wendy0,Finance Manager,1978-11-12,F,2003-01-26,55,47,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-26,NULL,2003-01-25 00:00:00.000
250,895209680,adventure-works\sheela0,Purchasing Manager,1972-03-13,F,2005-03-28,49,44,Marketing,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-03-28,2005-08-30,2005-08-28 00:00:00.000
250,895209680,adventure-works\sheela0,Purchasing Manager,1972-03-13,F,2005-03-28,49,44,Quality Assurance,Quality Assurance,Day,07:00:00.0000000,15:00:00.0000000,2005-08-31,2006-08-15,2006-08-13 00:00:00.000
250,895209680,adventure-works\sheela0,Purchasing Manager,1972-03-13,F,2005-03-28,49,44,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2006-08-16,NULL,2006-08-15 00:00:00.000
251,603686790,adventure-works\mikael0,Buyer,1978-09-18,M,2003-03-14,59,49,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2003-03-14,NULL,2003-03-13 00:00:00.000
252,792847334,adventure-works\arvind0,Buyer,1968-09-21,M,2003-04-01,60,50,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2003-04-01,NULL,2003-03-31 00:00:00.000
